teks,label
"BUKU BESAR KAS
BADAN PUSAT STATISTIK
PAPUA

Kd Lap : BBSAIK
Tanggal : 26-01-22
Halaman :
1


PERIODE 1 JANUARI S/D 31 DESEMBER 2021
BUKU BESAR

115612

Piutang dari KPPN

TGL POS

TGL DOK

JNS DOK

01-01-21

23-11-20

DIPA

NO DOK

BAES1WIL
SATK

KPPN

DEBET

DIPA-054.01.2.429476/054012500429476 063

KREDIT

SALDO",3
"BUKU BESAR KAS
BADAN PUSAT STATISTIK
PROP. SULAWESI BARAT

Kd Lap : BBSAIK
Tanggal : 14-01-22
Halaman :
1


PERIODE 1 JANUARI S/D 31 DESEMBER 2021
BUKU BESAR

115612

Piutang dari KPPN

TGL POS

TGL DOK

JNS DOK

01-01-21

23-11-20

DIPA

NO DOK

BAES1WIL
SATK

KPPN

DEBET

DIPA-054.01.2.667062/054013400667062 178

KREDIT

SALDO",3
"BUKU BESAR KAS
BADAN PUSAT STATISTIK
NUSA TENGGARA BARAT

: BBSAIK
Tanggal : 17-01-22
Halaman :
1
Kd Lap


PERIODE 1 DESEMBER S/D 31 DESEMBER 2021
BUKU BESAR

115612

Piutang dari KPPN

TGL POS

TGL DOK

JNS DOK

01-12-21

01-12-21

SP2DPL

02-12-21

02-12-21

NO DOK

BAES1WIL
SATK

KPPN

DEBET

SALDO

KREDIT",3
"BUKU BESAR KAS
BADAN PUSAT STATISTIK
MALUKU

Kd Lap : BBSAIAK
Tanggal : 15-01-22
Halaman :
1

PERIODE 1 JANUARI S/D 31 DESEMBER 2021
BUKU BESAR

111611

Kas di Bendahara Pengeluaran

TGL POS

TGL DOK

JNS DOK

01-01-21

01-01-21

SALDO

18-01-21

18-01-21

SP2DPL

22-12-21

22-12-21

SP2DPT
SISPEN

NO DOK

BAES1WIL
SATK

SALDO

KPPN

DEBET

KREDIT",3
"BUKU BESAR KAS
BADAN PUSAT STATISTIK
BALI

Kd Lap : BBSAIAK
Tanggal : 19-01-22
Halaman :
1


PERIODE 1 JANUARI S/D 31 DESEMBER 2021
BUKU BESAR

111611

Kas di Bendahara Pengeluaran

TGL POS

TGL DOK

01-01-21

01-01-21

SALDO

15-01-21

15-01-21

SP2DPL

13-12-21

13-12-21

SP2DPT

14-12-21

14-12-21

JNS DOK

SISPEN

NO DOK

BAES1WIL
SATK

SALDO

KPPN

DEBET

KREDIT",3
"BUKU BESAR KAS
BADAN PUSAT STATISTIK
INSTANSI PUSAT

Kd Lap : BBSAIAK
Tanggal : 27-01-22
Halaman :
1


PERIODE 1 JANUARI S/D 31 DESEMBER 2021
BUKU BESAR

111611

Kas di Bendahara Pengeluaran

TGL POS

TGL DOK

JNS DOK

01-01-21

01-01-21

SALDO

25-01-21

25-01-21

SP2DPL

30-03-21

30-03-21

21-12-21

21-12-21

23-12-21
24-12-21

BAES1WIL
SATK

SALDO

KPPN

DEBET

KREDIT",3
"BUKU BESAR KAS
BADAN PUSAT STATISTIK
KALIMANTAN BARAT

Kd Lap : BBSAIK
Tanggal : 14-01-22
Halaman :
1


PERIODE 1 JANUARI S/D 31 DESEMBER 2021
BUKU BESAR

511111

Belanja Gaji Pokok PNS

TGL POS

TGL DOK

JNS DOK

04-01-21

04-01-21

SP2DPL

01-02-21

01-02-21

01-03-21
01-04-21

NO DOK

BAES1WIL
SATK

KREDIT

SALDO

KPPN

DEBET",3
"BUKU BESAR KAS
BADAN PUSAT STATISTIK
KEPULAUAN RIAU

: BBSAIK
Tanggal : 04-02-22
Halaman :
1
Kd Lap

PERIODE 1 JANUARI S/D 31 DESEMBER 2021
BUKU BESAR

425129

Pendapatan dari Pemindahtanganan BMN Lainnya

TGL POS

TGL DOK

JNS DOK

03-05-21

03-05-21

SISPEN

21-12-21

21-12-21

BUKU BESAR

425131

NO DOK

BAES1WIL
SATK

KPPN

DEBET

954021JNF347FO29 054013200667058 009
7B91F48VUJGP9DF4

SALDO

KREDIT",3
"BUKU BESAR KAS
BADAN PUSAT STATISTIK
SUMATERA UTARA

Kd Lap : BBSAIAK
Tanggal : 17-02-22
Halaman :
1

PERIODE 1 JULI S/D 31 JULI 2021
BUKU BESAR

111611

Kas di Bendahara Pengeluaran

TGL POS TGL DOK

JNS DOK

01-07-21

SALDO

01-07-21

NO DOK

BAES1WIL
SATK

KPPN

054010700019759

DEBET

KREDIT",3
"BUKU BESAR KAS
BADAN PUSAT STATISTIK
SULAWESI SELATAN

Kd Lap : BBSAIK
Tanggal : 04-12-21
Halaman :
1


PERIODE 1 JANUARI S/D 30 SEPTEMBER 2021
BUKU BESAR

115612

Piutang dari KPPN

TGL POS

TGL DOK

JNS DOK

01-01-21

23-11-20

DIPA

NO DOK

BAES1WIL
SATK

KPPN

DEBET

DIPA-054.01.2.428820/054011900428820 136

KREDIT

SALDO",3
"BUKU BESAR KAS
BADAN PUSAT STATISTIK
KALIMANTAN UTARA

Kd Lap : BBSAIK
Tanggal : 17-01-22
Halaman :
1

PERIODE 1 JANUARI S/D 31 DESEMBER 2021
BUKU BESAR

115612

Piutang dari KPPN

TGL POS

TGL DOK

JNS DOK

01-01-21

23-11-20

DIPA

NO DOK

BAES1WIL
SATK

KPPN

DEBET

DIPA-054.01.2.416002/054013500416002 185

KREDIT

SALDO",3
"BUKU BESAR KAS
BADAN PUSAT STATISTIK
KALIMANTAN TIMUR

Kd Lap : BBSAIAK
Tanggal : 13-01-22
Halaman :
1


PERIODE 1 JANUARI S/D 31 DESEMBER 2021
BUKU BESAR

111611

Kas di Bendahara Pengeluaran

TGL POS

TGL DOK

JNS DOK

01-01-21

01-01-21

SALDO

19-01-21

19-01-21

SP2DPL

24-12-21

24-12-21

29-12-21

29-12-21

NO DOK

BAES1WIL
SATK

SALDO

KPPN

DEBET

KREDIT",3
"BUKU BESAR KAS
BADAN PUSAT STATISTIK
GORONTALO

Kd Lap : BBSAIK
Tanggal : 04-12-21
Halaman :
1


PERIODE 1 JANUARI S/D 30 SEPTEMBER 2021
BUKU BESAR

115612

Piutang dari KPPN

TGL POS

TGL DOK

JNS DOK

01-01-21

23-11-20

DIPA

NO DOK

BAES1WIL
SATK

KPPN

DEBET

DIPA-054.01.2.636900/054013100636900 050

KREDIT

SALDO",3
"BUKU BESAR KAS
BADAN PUSAT STATISTIK
RIAU

: BBSAIK
Tanggal : 03-12-21
Halaman :
1
Kd Lap


PERIODE 1 JANUARI S/D 30 SEPTEMBER 2021
BUKU BESAR

115612

Piutang dari KPPN

TGL POS

TGL DOK

JNS DOK

01-01-21

23-11-20

DIPA

NO DOK

KPPN

DEBET

DIPA-054.01.2.428072/ 054010900428072 008
DIPA-054.01.2.428072/

BAES1WIL
SATK

KREDIT

SALDO",3
"BUKU BESAR KAS

BADAN PUSAT STATISTIK
BANGKA BELITUNG

Kd Lap : BBSAIK
Tanggal : 03-12-21
Halaman :
1
PERIODE 1 JULI S/D 31 JULI 2021
BUKU BESAR

115612

Piutang dari KPPN

TGL POS

TGL DOK

JNS DOK

01-07-21

01-07-21

SP2DPL

06-07-21

08-07-21

06-07-21

08-07-21

NO DOK

BAES1WIL
SATK

KPPN

DEBET

SALDO

KREDIT",3
"BUKU BESAR KAS
BADAN PUSAT STATISTIK
SULAWESI UTARA

Kd Lap : BBSAIK
Tanggal : 04-12-21
Halaman :
1


PERIODE 1 JULI S/D 31 JULI 2021
BUKU BESAR

115612

Piutang dari KPPN

TGL POS

TGL DOK

JNS DOK

01-07-21

01-07-21

SP2DPL

02-07-21

02-07-21

NO DOK

BAES1WIL
SATK

KPPN

210491502000762 054011700428701 049

DEBET

SALDO

KREDIT",3
"BUKU BESAR KAS
BADAN PUSAT STATISTIK
PAPUA BARAT

Kd Lap : BBSAIAK
Tanggal : 17-01-22
Halaman :
1

PERIODE 1 JANUARI S/D 31 DESEMBER 2021
BUKU BESAR

111611

Kas di Bendahara Pengeluaran

TGL POS

TGL DOK

JNS DOK

01-01-21

01-01-21

SALDO

18-01-21

18-01-21

SP2DPL

31-12-21

31-12-21

SP2DPT

SISPEN

NO DOK

BAES1WIL
SATK

SALDO

KPPN

DEBET

KREDIT",3
"BUKU BESAR KAS
BADAN PUSAT STATISTIK
NANGGROE ACEH DARUSSALAM

Kd Lap : BBSAIAK
Tanggal : 03-12-21
Halaman :
1


PERIODE 1 JANUARI S/D 30 SEPTEMBER 2021
BUKU BESAR

111611

Kas di Bendahara Pengeluaran

TGL POS

TGL DOK

JNS DOK

01-01-21

01-01-21

SALDO

25-01-21

25-01-21

SP2DPL

NO DOK

BAES1WIL
SATK

KPPN

DEBET

KREDIT",3
"BUKU BESAR KAS
BADAN PUSAT STATISTIK
KOTA KENDARI

Kd Lap : BBSAIAK
Tanggal : 05-12-2021
Halaman :
1


PERIODE 1 JANUARI S/D 30 SEPTEMBER 2021
BUKU BESAR
TGL POS

313111

Ditagihkan ke Entitas Lain

TGL DOK

JNS DOK

05-07-2021 05-07-2021

SP2DPT

03-08-2021 03-08-2021

BUKU BESAR
TGL POS

313121

NO DOK

BAES1WIL
SATK

KPPN

210601302007506 054012051613298 060

DEBET

SALDO

KREDIT",3
"BUKU BESAR KAS
BADAN PUSAT STATISTIK
SULAWESI TENGGARA

Kd Lap : BBSAIK
Tanggal : 16-01-22
Halaman :
1


PERIODE 1 JANUARI S/D 31 DESEMBER 2021
BUKU BESAR

115612

Piutang dari KPPN

TGL POS

TGL DOK

JNS DOK

01-01-21

23-11-20

DIPA

NO DOK

BAES1WIL
SATK

KPPN

DEBET

DIPA-054.01.2.429074/054012000429074 156

KREDIT

SALDO",3
"BUKU BESAR KAS
BADAN PUSAT STATISTIK
SUMATERA UTARA

Kd Lap : BBSAIK
Tanggal : 16-01-2022
Halaman :
1


PERIODE 1 JANUARI S/D 31 DESEMBER 2021
BUKU BESAR
TGL POS

115612

TGL DOK

01-01-2021 23-11-2020

Piutang dari KPPN
JNS DOK
DIPA

NO DOK

BAES1WIL
SATK

KPPN

DEBET

DIPA-054.01.2.019784/054010700019784 124

KREDIT

SALDO",3
"BUKU BESAR KAS
BADAN PUSAT STATISTIK
BALI

Kd Lap : BBSAIAK
Tanggal : 04-12-21
Halaman :
1


PERIODE 1 JANUARI S/D 30 SEPTEMBER 2021
BUKU BESAR

111611

Kas di Bendahara Pengeluaran

TGL POS

TGL DOK

01-01-21

01-01-21

SALDO

18-01-21

18-01-21

SP2DPL

BUKU BESAR

JNS DOK

111613

TGL DOK

JNS DOK

01-01-21

01-01-21

SALDO

111821

TGL DOK

JNS DOK

01-01-21

01-01-21

SALDO

114112

TGL POS

TGL DOK

01-01-21

01-01-21

JNS DOK

KREDIT

0

0

037

60,000,000

054012200429222
210371301000196

NO DOK

SALDO
0
60,000,000

60,000,000

0

60,000,000

BAES1WIL
SATK

DEBET

KREDIT

SALDO

0

0

0

0

0

0

DEBET

KREDIT

SALDO

0

0

0

0

0

0

DEBET

KREDIT

SALDO

KPPN

054012200429222

NO DOK

BAES1WIL
SATK

KPPN

054012200429222

NO DOK

SALDO",3
"BUKU PEMBANTU PAJAK

Tahun Anggaran 1 (2021)

Kementerian / Lembaga © (054) BADAN PUSAT STATISTIK

Unit Organisasi : (01) Badan Pusat Statistik
Provinsi/Kabupaten/Kota 1 (35.01) KAB. BULUNGAN

Satuan Kerja 1 (417794) BADAN PUSAT STATISTIK KAB. BULUNGAN

Dokumen © (01) DIPA

Nomor/Tanggal Dokumen : DIPA-054.01.2.417794/2021 / 23-11-2020
11,00 : 26-08-2021 DIPA-054.01.2.417794/2021 Revisi ke 11

KPPN 1 (185) TANJUNG SELOR

[Bulan : Septembe

Penkrimaan (Debelt) Pengeluaran

PPN PPh Ps 21 | PPh Ps 22 | PPh Ps 23 | Lain-lain Kredit",1
"BUKU PEMBANTU PAJAK

Tahun Anggaran 1 (2021)

Kementerian / Lembaga © (054) BADAN PUSAT STATISTIK

Unit Organisasi : (01) Badan Pusat Statistik
Provinsi/Kabupaten/Kota 1 (35.01) KAB. BULUNGAN

Satuan Kerja 1 (417794) BADAN PUSAT STATISTIK KAB. BULUNGAN

Dokumen © (01) DIPA

Nomor/Tanggal Dokumen : DIPA-054.01.2.417794/2021 / 23-11-2020
11,00 : 26-08-2021 DIPA-054.01.2.417794/2021 Revisi ke 11

KPPN 1 (185) TANJUNG SELOR

[Bulan : September

Penerimaan (Debet) Pengeluaran

PPN PPh Ps 21 | PPh Ps 22 | PPh Ps 23 | Lain-lain Kredit
Saldo Awal 2.549 453] 1.138.700 185.215 1.083.757 0 4.967125

TGL |NO.BIK",1
"BUKU PEMBANTU PAJAK
Tahun Anggaran

(2021)
Kementerian / Lembaga 1 (054) BADAN PUSAT STATISTIK
Unit Organisasi : (01) Badan Pusat Statistik
Provinsi/Kabupaten/Kota 1 (35.03) KAB. MALINAU

Satuan Kerja

Dokumen

Nomor/Tanggal Dokumen

(417836) BADAN PUSAT STATISTIK KAB. MALINAU

(01) DIPA
DIPA-054.01.2.417836/2021

23-11-2020

12,00 i 28-12-2021 DIPA-054.01.2.417836/2021 Revisi ke 12

KPPN (185) TANJUNG SELOR

Bulan : Desember (2021)

Penerimaan (Debet)
TGL [NO.B/K URAIAN  Saldo
PPN PPh Ps 21 | PPh Ps 22 | PPh Ps 23 | Lain-lain Kredit",1
"BUKU PEMBANTU PAJAK
Tahun Anggaran
Kementerian / Lembaga

Q021)
(0s4)

BADAN PUSAT SIATISTIK

unit Organisasi

(01)

Badan Pusat Statistik

Provinsi/Kabupaten/Kota

(3s.02)

KAB, NUNUKAN

Satuan Kerja

(637220)

BADAN PUSAT STATISTIK KAB. NUNUKAN

Dokumen

(01)

DrPA

Nomor/Tanggal Dokumen

otP A 054.01.2.637 22O I 2O2L

(152)

KPPN

/

23-11-2020

NUNUKAN

Bulan :Pebruari 2021
Penerimaan (Debet)
TGL

NO, B/K

URAIAN

PPh Ps 21

PPN
lsatao awat

Pengeluaran

0

0

0

0

0

0

Saldo

Kredit

PPh Ps 23 Lain-lain

PPh Ps 22",1
"BUKU BESAR KAS
BADAN PUSAT STATISTIK
JAWA TENGAH

Kd Lap : BBSAIAK
Tanggal : 04-12-21
Halaman :
1

PERIODE 1 JANUARI S/D 30 SEPTEMBER 2021
BUKU BESAR

111611

Kas di Bendahara Pengeluaran

TGL POS

TGL DOK

JNS DOK

01-01-21

01-01-21

SALDO

28-01-21

28-01-21

SP2DPL

NO DOK

BAES1WIL
SATK

KPPN

DEBET

KREDIT",3
"BUKU BESAR KAS
BADAN PUSAT STATISTIK
BALI

Kd Lap : BBSAIAK
Tanggal : 14-01-22
Halaman :
1

PERIODE 1 JANUARI S/D 31 DESEMBER 2021
BUKU BESAR

111611

Kas di Bendahara Pengeluaran

TGL POS

TGL DOK

JNS DOK

01-01-21

01-01-21

SALDO

19-01-21

19-01-21

SP2DPL

29-12-21

29-12-21

31-12-21

31-12-21

NO DOK

BAES1WIL
SATK

SALDO

KPPN

DEBET

KREDIT",3
"BUKU BESAR KAS
BADAN PUSAT STATISTIK
DI YOGYAKARTA

Kd Lap : BBSAIAK
Tanggal : 30-09-21
Halaman :
1

PERIODE 1 JANUARI S/D 30 SEPTEMBER 2021
BUKU BESAR

111611

Kas di Bendahara Pengeluaran

TGL POS

TGL DOK

JNS DOK

01-01-21

01-01-21

SALDO

18-01-21

18-01-21

SP2DPL

NO DOK

BAES1WIL
SATK

KPPN

DEBET

KREDIT",3
"BUKU BESAR KAS
BADAN PUSAT STATISTIK
SULAWESI TENGGARA

Kd Lap : BBSAIAK
Tanggal : 05-12-21
Halaman :
1

PERIODE 1 JANUARI S/D 30 SEPTEMBER 2021
BUKU BESAR

111611

Kas di Bendahara Pengeluaran

TGL POS

TGL DOK

01-01-21

01-01-21

SALDO

12-01-21

12-01-21

SP2DPL

BUKU BESAR

111613

JNS DOK

NO DOK

BAES1WIL
SATK

KPPN

DEBET

KREDIT",3
"BUKU BESAR KAS
BADAN PUSAT STATISTIK
BALI

Kd Lap : BBSAIK
Tanggal : 16-01-22
Halaman :
1

PERIODE 1 JANUARI S/D 30 DESEMBER 2021
BUKU BESAR

115612

Piutang dari KPPN

TGL POS

TGL DOK

JNS DOK

01-01-21

23-11-20

DIPA

NO DOK

BAES1WIL
SATK

KPPN

DEBET

DIPA-054.01.2.429238/054012200429238 154

KREDIT

SALDO",3
"BUKU BESAR KAS
BADAN PUSAT STATISTIK
JAWA TIMUR

Kd Lap : BBSAIAK
Tanggal : 16-01-22
Halaman :
1

PERIODE 1 JANUARI S/D 31 DESEMBER 2021
BUKU BESAR

111611

Kas di Bendahara Pengeluaran

TGL POS

TGL DOK

01-01-21

01-01-21

SALDO

08-01-21

08-01-21

SP2DPL

31-12-21

31-12-21

SP2DPT

BUKU BESAR

JNS DOK

111613

TGL DOK

JNS DOK

01-01-21

01-01-21

SALDO

114112

TGL DOK

JNS DOK

01-01-21

01-01-21

SALDO

31-05-21

31-05-21

JRNUMUM

115211

TGL DOK

JNS DOK

01-01-21

01-01-21

SALDO

115212

DEBET

KREDIT",3
"BUKU PEMBANTU PAJAK

Tahun Anggaran (2021)
Kementerian / Lembaga © (054) BADAN PUSAT STATISTIK
Unit Organisasi 1 (01) Badan Pusat Statistik
Provinsi/Kabupaten/Kota t (35.04) KAB. TANA TIDUNG
Satuan Kerja (682359)  BADAN PUSAT STATISTIK KABUPATEN TANA TIDUNG
Dokumen : (01) DIPA
Nomor/Tanggal Dokumen : DIPA-054.01.2.682359/2021 / 23-11-2020
Revisi ke : 1,00 : 19-02-2021 DIPA-054.01.2.682359/2021 Revisi ke 01
KPPN : (048) TARAKAN
[Bulan : PEbruari 2§21
Penkrimaan ( ) Pengeluaran
TGL |NO.B/K URAIAN - = Saldo
PPN PPh Ps 21 | PPh Ps 22 | PPh Ps 23 | Lain-lain Kredit",1
"BUKU PEMBANTU PAJAK
Tahun Anggaran
Kementerian / Lembaga

: (2021)
: (054)

Unit Organisasi

: (01)

Badan Pusat Statistik

Provinsi/Kabupaten/Kota

: (34.01)
: (429043)

KAB. MAJENE

Satuan Kerja
Dokumen
Nomor/Tanggal Dokumen
9,00
KPPN

BADAN PUSAT STATISTIK

BADAN PUSAT STATISTIK KAB. MAJENE

: (01)
DIPA
: DIPA-054.01.2.429043/2021
: 27-12-2021
: (059)

/

23-11-2020

DIPA-054.01.2.429043/2021 Revisi ke 09
MAJENE

Bulan : Desember 2021
TGL

NO. B/K

URAIAN
Saldo Awal

06-12-202

Penerimaan (Debet)

PPN
23.093.565

001218 Pungut Pajak PPN Nomor Kuitansi

PPh Ps 21

PPh Ps 22

561.600

3.379.116

Pengeluaran
Kredit

PPh Ps 23 Lain-lain",1
"BUKU PEMBANTU PAJAK
Tahun Anggaran
Kementerian / Lembaga

: (2021)
: (054)

Unit Organisasi

: (01)

Badan Pusat Statistik

Provinsi/Kabupaten/Kota

: (34.02)
: (429052)

KAB. MAMUJU

Satuan Kerja
Dokumen
Nomor/Tanggal Dokumen
9,00
KPPN

BADAN PUSAT STATISTIK

BADAN PUSAT STATISTIK KAB. MAMUJU

: (01)
DIPA
: DIPA-054.01.2.429052/2021
: 24-12-2021
: (178)

/

23-11-2020

DIPA-054.01.2.429052/2021 Revisi ke 09
MAMUJU

Tanggal : 01-01-2021 s/d 31-12-2021
TGL

NO. B/K

URAIAN
Saldo Awal

01-02-202

Penerimaan (Debet)

PPN

PPh Ps 21
0

000029 Pungut Pajak PPH Pasal 21 Nomor

0

PPh Ps 22

Pengeluaran
Kredit

PPh Ps 23 Lain-lain
0

0

0

Saldo",1
"BUKU PEMBANTU PAJAK

Tahun Anggaran © (2021) |
Kementerian / Lembaga © (054) BADAN PUSAT STATISTIK
Unit Organisasi : (01) Badan Pusat Statistik
Provinsi/Kabupaten/Kota © (34.05) KAB. MAMASA
Satuan Kerja © (667414) BADAN PUSAT STATISTIK KAB. MAMASA |
Dokumen © (01) DIPA |
Nomor/Tanggal Dokumen : DIPA-054.01.2.667414/2021 / 23-11-2020
8,00 : 01-12-2021 DIPA-054.01.2.667414/2021 Revisi ke 08
KPPN © (059) MAJENE
Bulan : Desember[2021 I
Pengrimaan (Debet) | Pengeluaran
TGL |NO.B/K URAIAN T i Saldo
PPN PPh Ps 21 | PPh Ps 22 | PPh Ps 23 | Lain-lain Kredit",1
"BUKU PEMBANTU PAJAK
Tahun Anggaran
Kementerian / Lembaga

: (2021)
: (054)

BADAN PUSAT STATISTIK

Unit Organisasi

: (01)

Badan Pusat Statistik

Provinsi/Kabupaten/Kota

: (34.03)
: (667421)

KAB. MAMUJU UTARA

Satuan Kerja
Dokumen
Nomor/Tanggal Dokumen
10,00
KPPN

BADAN PUSAT STATISTIK KAB. MAMUJU UTARA

: (01)
DIPA
: DIPA-054.01.2.667421/2021
: 30-11-2021
: (178)

/

23-11-2020

DIPA-054.01.2.667421/2021 Revisi ke 10
MAMUJU

Bulan : Desember 2021
Penerimaan (Debet)

TGL

NO. B/K

PPN
Saldo Awal
01-12-202

Pengeluaran

URAIAN
13.081.866

PPh Ps 21

PPh Ps 22

2.745.870

2.509.871

001501 Pungut Pajak PPH Pasal 23 Nomor

Kredit

PPh Ps 23 Lain-lain",1
"BUKU PEMBANTU PAJAK
Tahun Anggaran

: (2021)

Kementerian / Lembaga

: (054)

Unit Organisasi

: (01)

Badan Pusat Statistik

Provinsi/Kabupaten/Kota

: (33.02)

KAB. SORONG

Satuan Kerja

: (429511)

BADAN PUSAT STATISTIK KAB. SORONG

Dokumen

: (01)

DIPA

Nomor/Tanggal Dokumen

: DIPA-054.01.2.429511/2021

11,00
KPPN

BADAN PUSAT STATISTIK

: 29-12-2021
: (066)

/

23-11-2020

DIPA-054.01.2.429511/2021 Revisi ke 11
SORONG

Bulan : Desember 2021
TGL

NO. B/K

URAIAN
Saldo Awal

- -

Penerimaan (Debet)

PPN

PPh Ps 21
0

PPh Ps 22

20.000

Pengeluaran
Kredit

PPh Ps 23 Lain-lain
0

0

0

Saldo",1
"BUKU PEMBANTU PAJAK
Tahun Anggaran
Kementerian / Lembaga
Unit Organisasi
Provinsi/Kabupaten/Kota
Satuan Kerja

Dokumen

Nomor/Tanggal Dokumen
10,00

KPPN

(2021)
(054) BADAN PUSAT STATISTIK
(01) Badan Pusat Statistik
(33.03) KAB. FAK FAK
© (429527) BADAN PUSAT STATISTIK KAB. FAK FAK

(01) DIPA
DIPA-054.01.2.429527/2021 / 23-11-2020
29-11-2021 DIPA-054.01.2.429527/2021 Revisi ke 10
(067) FAK - FAK

[Bulan : Desember 

Penerimaan (| )

TGL |NO.B/K

URAIAN

Pengeluaran

PPN

PPh Ps 21

PPh Ps 22 | PPh Ps 23

Lain-lain

Kredit

Saldo",1
"BUKU PEMBANTU PAJAK
Tahun Anggaran
Kementerian / Lembaga

: (2021)
: (054)

Unit Organisasi

: (01)

Badan Pusat Statistik

Provinsi/Kabupaten/Kota

: (33.08)
: (668838)

KAB. KAIMANA

Satuan Kerja
Dokumen
Nomor/Tanggal Dokumen
8,00
KPPN

BADAN PUSAT STATISTIK

BADAN PUSAT STATISTIK KAB. KAIMANA

: (01)
DIPA
: DIPA-054.01.2.668838/2021
: 10-12-2021
: (067)

/

23-11-2020

DIPA-054.01.2.668838/2021 Revisi ke 08
FAK - FAK

Bulan : Desember 2021
TGL

NO. B/K

URAIAN
Saldo Awal

- -

Penerimaan (Debet)

PPN

PPh Ps 21
0

0

PPh Ps 22

Pengeluaran

0

0

Saldo

Kredit

PPh Ps 23 Lain-lain",1
"BUKU PEMBANTU PAJAK
Tahun Anggaran
Kementerian / Lembaga

: (2021)
: (054)

BADAN PUSAT STATISTIK

Unit Organisasi

: (01)

Badan Pusat Statistik

Provinsi/Kabupaten/Kota

: (32.02)
: (637038)

KAB. KARIMUN

Satuan Kerja
Dokumen
Nomor/Tanggal Dokumen
6,00
KPPN

BADAN PUSAT STATISTIK KAB. KARIMUN

: (01)
DIPA
: DIPA-054.01.2.637038/2021
: 29-11-2021
: (137)

/

23-11-2020

DIPA-054.01.2.637038/2021 Revisi ke 06
BATAM

Bulan : Desember 2021
Penerimaan (Debet)

TGL

NO. B/K

PPN
Saldo Awal
01-12-202

Pengeluaran

URAIAN
4.752.272

PPh Ps 21

PPh Ps 22

36.500

779.728

000831 Pungut Pajak PPH Pasal 23 Nomor

Kredit

PPh Ps 23 Lain-lain",1
"BUKU PEMBANTU PAJAK
Tahun Anggaran
Kementerian / Lembaga

: (2021)
: (054)

Unit Organisasi

: (01)

Badan Pusat Statistik

Provinsi/Kabupaten/Kota

: (32.52)
: (652186)

KOTA TANJUNG PINANG

Satuan Kerja
Dokumen

BADAN PUSAT STATISTIK

BADAN PUSAT STATISTIK KOTA TANJUNG PINANG

Nomor/Tanggal Dokumen

: (01)
DIPA
: DIPA-054.01.2.652186/2021

KPPN

: (009)

/

23-11-2020

TANJUNG PINANG

Bulan : Mei 2021
TGL

NO. B/K

URAIAN
Saldo Awal

03-05-202

Penerimaan (Debet)

PPN
2.367.272

000375 Pungut Pajak PPN Nomor Kuitansi

PPh Ps 21

PPh Ps 22

0

355.091

Pengeluaran

411.160

Saldo

Kredit

PPh Ps 23 Lain-lain",1
"BUKU BESAR KAS
BADAN PUSAT STATISTIK
SULAWESI TENGGARA

Kd Lap : BBSAIAK
Tanggal : 05-12-21
Halaman :
1

PERIODE 1 JANUARI S/D 30 SEPTEMBER 2021
BUKU BESAR

111611

Kas di Bendahara Pengeluaran

TGL POS

TGL DOK

01-01-21

01-01-21

SALDO

27-01-21

27-01-21

SP2DPL

BUKU BESAR

111613

JNS DOK

TGL DOK

JNS DOK

01-01-21

01-01-21

SALDO

111821

TGL DOK

JNS DOK

01-01-21

01-01-21

SALDO

30-09-21

30-09-21

JRNADJ

114112

TGL DOK

JNS DOK

01-01-21

01-01-21

SALDO

117111

DEBET

KREDIT",3
"BUKU BESAR KAS
BADAN PUSAT STATISTIK
JAWA TIMUR

Kd Lap : BBSAIAK
Tanggal : 03-12-21
Halaman :
1


PERIODE 1 JANUARI S/D 30 SEPTEMBER 2021
BUKU BESAR

111611

Kas di Bendahara Pengeluaran

TGL POS

TGL DOK

01-01-21

01-01-21

SALDO

15-01-21

15-01-21

SP2DPL

BUKU BESAR

111613

JNS DOK

TGL DOK

JNS DOK

01-01-21

01-01-21

SALDO

111821

TGL DOK

JNS DOK

01-01-21

01-01-21

SALDO

115211

TGL DOK

JNS DOK

01-01-21

01-01-21

SALDO

116211

TGL DOK

JNS DOK

01-01-21

01-01-21

SALDO

117111

KREDIT",3
"BADAN PUSAT STATISTIK
JAWA TENGAH

: BBSAIK
Tanggal : 20-01-22
Halaman :
1
Kd Lap

BUKU BESAR KAS
PERIODE 1 JANUARI S/D 31 DESEMBER 2021
BUKU BESAR

115612

Piutang dari KPPN

TGL POS

TGL DOK

JNS DOK

01-01-21

23-11-20

DIPA

NO DOK

BAES1WIL
SATK

KPPN

DEBET

DIPA-054.01.2.019014/054010300019014 134

KREDIT

SALDO",3
"BADAN PUSAT STATISTIK
JAWA TIMUR

Kd Lap : BBSAIAK
Tanggal : 11-01-22
Halaman :
1

BUKU BESAR KAS
PERIODE 1 DESEMBER S/D 31 DESEMBER 2021
BUKU BESAR

111611

Kas di Bendahara Pengeluaran

TGL POS

TGL DOK

JNS DOK

01-12-21

01-12-21

SALDO

30-12-21

30-12-21

SP2DPT

SISPEN

BUKU BESAR

111613

TGL DOK

JNS DOK

01-12-21

01-12-21

SALDO

115212

TGL DOK

JNS DOK

01-12-21

01-12-21

SALDO

116212

TGL DOK

JNS DOK

01-12-21

01-12-21

SALDO

117111

054010500019302

DEBET

KREDIT",3
